job_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,required_skills,certifications,posting_date,current_job_openings,required_qualifications,industry_demand,hiring_trends,candidate_profiles,recruitment_timelines
1878,2021,MI,FT,Information Security Analyst,46560,USD,46560,US,100,US,L,Network Security,CEH,2027-02-21,49,Bachelor's Degree,Low,Declining,Experienced,Slow
1879,2022,SE,FT,Cyber Security Analyst,96000,USD,96000,US,100,US,L,"Python, Security+",AWS Security,2027-02-22,81,Experience-Based,High,Declining,Entry-Level,Slow
1880,2022,SE,FT,Penetration Tester,130000,USD,130000,US,100,US,L,None,AWS Security,2027-02-23,11,Certification Only,High,Growing,Entry-Level,Fast
1881,2022,SE,FT,Information Security Manager,100000,GBP,126749,GB,100,NO,L,"Azure, SOC",None,2027-02-24,31,Experience-Based,Medium,Declining,Entry-Level,Slow
1882,2021,SE,FT,Security Engineering Manager,71500,GBP,98346,GB,100,NO,L,Network Security,None,2027-02-25,14,Master's Degree,Medium,Declining,Experienced,Slow
1883,2021,SE,CT,Cyber Security Specialist,260000,PLN,67307,PL,100,PL,S,None,AWS Security,2027-02-26,38,Certification Only,Low,Growing,Entry-Level,Fast
1884,2022,EN,FT,Cyber Threat Intelligence Analyst,36500,EUR,39056,FR,50,FR,L,"AWS, Kubernetes",AWS Security,2027-02-27,40,Experience-Based,High,Declining,Entry-Level,Fast
1885,2022,SE,FT,Security Researcher,82000,EUR,87742,DE,100,US,L,"AWS, Kubernetes",CEH,2027-02-28,29,Bachelor's Degree,Medium,Stable,Mixed,Fast
1886,2022,SE,FT,Cyber Security Analyst,129000,USD,129000,US,100,US,L,"AWS, Kubernetes",CISSP,2027-03-01,10,Certification Only,Low,Declining,Mixed,Slow
1887,2022,SE,FT,Cyber Security Engineer,155000,USD,155000,US,100,US,L,"AWS, Kubernetes",None,2027-03-02,28,Bachelor's Degree,Low,Declining,Entry-Level,Fast
1888,2021,SE,FT,Cyber Security Architect,125000,USD,125000,US,100,US,L,"Azure, SOC",AWS Security,2027-03-03,22,Master's Degree,Low,Declining,Entry-Level,Slow
1889,2020,EN,FT,SOC Analyst,73000,USD,73000,US,0,US,M,Network Security,None,2027-03-04,91,Experience-Based,Medium,Growing,Entry-Level,Moderate
1890,2021,SE,FT,Cyber Security Engineer,170000,USD,170000,US,100,US,L,"Python, Security+",None,2027-03-05,10,Bachelor's Degree,Medium,Stable,Entry-Level,Moderate
1891,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,L,"Azure, SOC",AWS Security,2027-03-06,33,Master's Degree,High,Stable,Mixed,Fast
1892,2022,EN,FT,Cyber Security Analyst,70000,USD,70000,US,100,US,M,"Azure, SOC",CEH,2027-03-07,29,Experience-Based,High,Declining,Experienced,Slow
1893,2021,MI,FT,Information Security Analyst,98000,USD,98000,US,100,US,L,"Python, Security+",None,2027-03-08,59,Master's Degree,Low,Growing,Entry-Level,Slow
1894,2022,SE,FT,Cyber Threat Intelligence Analyst,143000,USD,143000,US,100,US,L,"Python, Security+",CEH,2027-03-09,85,Bachelor's Degree,Low,Growing,Entry-Level,Slow
1895,2021,MI,FT,Security Engineer,83500,USD,83500,US,0,US,L,"AWS, Kubernetes",AWS Security,2027-03-10,50,Master's Degree,Medium,Stable,Mixed,Fast
1896,2022,MI,FT,Security Operations Analyst,120000,USD,120000,US,100,US,L,"Azure, SOC",CISSP,2027-03-11,28,Certification Only,Medium,Growing,Entry-Level,Slow
1897,2022,MI,FT,Security Engineer,120000,USD,120000,US,100,US,M,None,CISSP,2027-03-12,79,Experience-Based,High,Declining,Entry-Level,Slow
1898,2022,MI,FT,Cyber Security Analyst,20100,USD,20100,CR,100,US,L,"Python, Security+",None,2027-03-13,30,Master's Degree,High,Declining,Mixed,Slow
1899,2022,EX,FT,Security Researcher,240000,USD,240000,US,100,US,L,"Python, Security+",AWS Security,2027-03-14,32,Bachelor's Degree,High,Growing,Entry-Level,Moderate
1900,2021,MI,FT,Cyber Threat Intelligence Analyst,97000,USD,97000,US,100,US,L,Network Security,CEH,2027-03-15,7,Experience-Based,Medium,Declining,Entry-Level,Slow
1901,2022,SE,FT,Threat Intelligence Response Analyst,220000,USD,220000,US,100,US,L,None,None,2027-03-16,79,Certification Only,Low,Stable,Mixed,Moderate
1902,2022,EX,FT,Cyber Threat Intelligence Analyst,287500,USD,287500,US,50,US,L,None,AWS Security,2027-03-17,42,Experience-Based,High,Declining,Experienced,Slow
1903,2022,SE,FT,Penetration Tester,150000,USD,150000,US,100,US,M,"Python, Security+",AWS Security,2027-03-18,65,Certification Only,High,Growing,Entry-Level,Slow
1904,2021,SE,FT,Cyber Security Engineer,120000,USD,120000,US,100,US,L,"AWS, Kubernetes",CEH,2027-03-19,82,Experience-Based,Medium,Stable,Entry-Level,Slow
1905,2021,SE,FT,Threat Intelligence Analyst,157000,USD,157000,US,100,US,L,Network Security,None,2027-03-20,55,Master's Degree,High,Declining,Experienced,Moderate
1906,2021,SE,FT,Threat Intelligence Analyst,208000,USD,208000,JP,100,US,L,None,AWS Security,2027-03-21,94,Master's Degree,Low,Stable,Mixed,Slow
1907,2022,SE,FT,Security Specialist,100500,USD,100500,US,100,US,L,"Python, Security+",AWS Security,2027-03-22,52,Bachelor's Degree,Medium,Growing,Experienced,Fast
1908,2021,EX,FT,Incident Response Manager,175000,USD,175000,US,100,US,L,None,AWS Security,2027-03-23,25,Certification Only,High,Declining,Entry-Level,Slow
1909,2022,SE,FT,Cyber Threat Intelligence Analyst,150000,USD,150000,US,100,US,L,Network Security,CEH,2027-03-24,58,Bachelor's Degree,High,Declining,Experienced,Moderate
1910,2022,EN,FT,Cyber Security Analyst,72000,USD,72000,US,100,US,L,Network Security,None,2027-03-25,60,Master's Degree,Medium,Stable,Mixed,Moderate
1911,2021,SE,FT,Cyber Threat Analyst,125000,USD,125000,US,100,US,L,"Azure, SOC",None,2027-03-26,98,Certification Only,Medium,Declining,Entry-Level,Fast
1912,2022,SE,FT,IT Security Manager,190000,USD,190000,US,50,US,L,"Python, Security+",None,2027-03-27,63,Bachelor's Degree,High,Declining,Mixed,Fast
1913,2022,EN,FT,Security Analyst,65000,USD,65000,US,100,US,L,Network Security,None,2027-03-28,76,Bachelor's Degree,Low,Declining,Mixed,Fast
1914,2022,MI,FT,Security Researcher,160000,USD,160000,US,50,US,S,"Azure, SOC",CISSP,2027-03-29,55,Bachelor's Degree,Medium,Declining,Experienced,Moderate
1915,2022,MI,FT,Cyber Security Analyst,90000,USD,90000,US,100,US,S,"Azure, SOC",CISSP,2027-03-30,24,Bachelor's Degree,Low,Growing,Experienced,Slow
1916,2022,SE,FT,Detection Engineer,360000,USD,360000,US,100,US,L,None,None,2027-03-31,90,Bachelor's Degree,High,Declining,Mixed,Slow
1917,2022,SE,FT,Detection Engineer,200000,USD,200000,US,100,US,L,None,CEH,2027-04-01,63,Certification Only,Low,Stable,Mixed,Fast
1918,2021,EN,FT,SOC Analyst,32000,EUR,37825,PT,100,PT,L,"Azure, SOC",CISSP,2027-04-02,75,Bachelor's Degree,High,Growing,Entry-Level,Fast
1919,2022,MI,FT,Cloud Security Engineer,120000,USD,120000,US,100,US,L,None,AWS Security,2027-04-03,13,Certification Only,High,Stable,Mixed,Slow
1920,2022,EN,FT,Cyber Security Analyst,34000,USD,34000,US,100,US,L,Network Security,CISSP,2027-04-04,5,Bachelor's Degree,High,Stable,Mixed,Fast
1921,2022,EN,FT,Cloud Security Architect,67000,GBP,84922,NG,100,GB,M,"AWS, Kubernetes",AWS Security,2027-04-05,33,Master's Degree,High,Stable,Experienced,Slow
1922,2022,SE,FT,Offensive Security Engineer,40000,GBP,50699,IE,100,GB,S,Network Security,None,2027-04-06,67,Master's Degree,Low,Growing,Mixed,Slow
1923,2022,MI,FT,Penetration Tester,165000,USD,165000,US,100,US,M,"Azure, SOC",CISSP,2027-04-07,76,Bachelor's Degree,High,Growing,Mixed,Slow
1924,2022,SE,FT,Cyber Security Engineer,173000,USD,173000,US,50,US,L,"Azure, SOC",CEH,2027-04-08,60,Experience-Based,High,Growing,Experienced,Slow
1925,2021,MI,FT,Cyber Security Engineer,109000,USD,109000,US,0,US,L,Network Security,CISSP,2027-04-09,72,Master's Degree,Low,Declining,Entry-Level,Moderate
1926,2022,MI,FT,Threat Intelligence Analyst,126000,USD,126000,US,0,US,M,None,CISSP,2027-04-10,39,Certification Only,Medium,Stable,Experienced,Slow
1927,2022,MI,FT,Information Security Analyst,230000,USD,230000,US,50,US,L,None,CISSP,2027-04-11,7,Bachelor's Degree,Low,Growing,Experienced,Fast
1928,2022,SE,FT,Information Security Specialist,112000,USD,112000,US,100,US,M,"Azure, SOC",None,2027-04-12,11,Certification Only,Low,Stable,Mixed,Fast
1929,2022,SE,FT,Cyber Security Analyst,130000,USD,130000,US,50,US,L,"Python, Security+",CEH,2027-04-13,31,Experience-Based,Low,Growing,Mixed,Fast
1930,2022,SE,FT,Enterprise Security Engineer,130000,USD,130000,US,100,US,L,None,CISSP,2027-04-14,5,Bachelor's Degree,High,Growing,Entry-Level,Fast
1931,2022,EN,FT,Cyber Security Analyst,58000,USD,58000,US,100,US,S,Network Security,CEH,2027-04-15,95,Master's Degree,High,Growing,Mixed,Moderate
1932,2021,MI,FT,Vulnerability Management Engineer,69000,USD,69000,US,100,US,L,None,None,2027-04-16,84,Certification Only,High,Stable,Entry-Level,Slow
1933,2022,MI,FT,Cyber Security Specialist,145000,USD,145000,US,50,US,L,Network Security,AWS Security,2027-04-17,75,Master's Degree,Medium,Declining,Entry-Level,Slow
1934,2022,MI,FT,Information Security Officer,61000,USD,61000,US,0,US,M,"Azure, SOC",CISSP,2027-04-18,48,Master's Degree,High,Growing,Entry-Level,Fast
1935,2021,EN,FT,Information Security Analyst,70000,USD,70000,US,100,US,L,None,CEH,2027-04-19,91,Bachelor's Degree,Medium,Growing,Entry-Level,Fast
1936,2021,SE,FT,Information Security Architect,126000,USD,126000,US,50,US,L,Network Security,CEH,2027-04-20,45,Certification Only,High,Growing,Mixed,Fast
1937,2022,SE,FT,Information Security Manager,67000,EUR,71692,DE,100,DE,L,"Azure, SOC",None,2027-04-21,79,Experience-Based,Low,Declining,Experienced,Slow
1938,2021,EX,FT,Head of Security,145000,USD,145000,US,100,US,L,"Python, Security+",CISSP,2027-04-22,46,Master's Degree,High,Stable,Experienced,Moderate
1939,2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,Network Security,AWS Security,2027-04-23,37,Bachelor's Degree,Medium,Stable,Mixed,Moderate
1940,2022,MI,FT,Cyber Security Analyst,74900,USD,74900,US,0,US,L,"Python, Security+",CEH,2027-04-24,54,Bachelor's Degree,Medium,Stable,Mixed,Moderate
1941,2021,MI,FT,Penetration Tester,55000,EUR,65013,DE,100,DE,M,"Python, Security+",CISSP,2027-04-25,67,Experience-Based,High,Stable,Entry-Level,Moderate
1942,2021,SE,FT,Cyber Security Analyst,87000,USD,87000,AE,50,US,L,"AWS, Kubernetes",AWS Security,2027-04-26,41,Bachelor's Degree,Low,Growing,Mixed,Fast
1943,2021,EN,FT,Cyber Security Engineer,65000,USD,65000,US,100,US,L,None,CEH,2027-04-27,63,Master's Degree,High,Declining,Experienced,Slow
1944,2021,MI,FT,Security Researcher,45000,EUR,53192,PT,100,US,L,Network Security,CEH,2027-04-28,85,Bachelor's Degree,High,Growing,Mixed,Fast
1945,2022,SE,FT,Information Security Manager,143000,USD,143000,US,50,US,L,"Python, Security+",AWS Security,2027-04-29,52,Certification Only,High,Declining,Mixed,Moderate
1946,2022,SE,FT,Vulnerability Analyst,165000,USD,165000,US,100,US,L,"AWS, Kubernetes",AWS Security,2027-04-30,9,Certification Only,Low,Stable,Entry-Level,Fast
1947,2022,MI,FT,Ethical Hacker,700000,NOK,74995,NO,50,NO,L,"Azure, SOC",None,2027-05-01,52,Master's Degree,Medium,Declining,Entry-Level,Moderate
1948,2022,SE,FT,Information Security Manager,130000,EUR,139104,DE,100,DE,L,Network Security,CISSP,2027-05-02,7,Certification Only,Low,Growing,Entry-Level,Slow
1949,2021,MI,FT,Security Specialist,130000,USD,130000,US,100,US,L,"Python, Security+",CISSP,2027-05-03,51,Experience-Based,Medium,Growing,Entry-Level,Moderate
1950,2021,SE,FT,Cyber Threat Intelligence Analyst,125000,USD,125000,US,100,US,L,None,None,2027-05-04,66,Bachelor's Degree,Medium,Stable,Experienced,Fast
1951,2022,SE,FT,Incident Response Lead,112000,USD,112000,US,50,US,L,"AWS, Kubernetes",CEH,2027-05-05,18,Master's Degree,Medium,Growing,Mixed,Slow
1952,2022,SE,FT,Security Engineer,119500,USD,119500,US,100,US,L,"Python, Security+",AWS Security,2027-05-06,67,Experience-Based,Low,Growing,Mixed,Moderate
1953,2021,EX,FT,Chief Information Security Officer,220500,USD,220500,US,100,US,L,None,AWS Security,2027-05-07,65,Bachelor's Degree,High,Declining,Entry-Level,Moderate
1954,2022,EN,FT,Security Analyst,70000,USD,70000,US,100,US,L,"Python, Security+",AWS Security,2027-05-08,35,Experience-Based,High,Growing,Experienced,Slow
1955,2022,SE,FT,IT Security Manager,172000,USD,172000,US,100,US,L,Network Security,CEH,2027-05-09,99,Master's Degree,High,Stable,Experienced,Fast
1956,2022,SE,FT,Penetration Tester,118000,USD,118000,US,100,US,S,Network Security,AWS Security,2027-05-10,21,Master's Degree,High,Stable,Mixed,Slow
1957,2021,SE,FT,Cyber Security Engineer,130000,EUR,153667,NL,100,US,L,Network Security,AWS Security,2027-05-11,28,Experience-Based,High,Growing,Entry-Level,Fast
1958,2022,EX,FT,Chief Information Security Officer,300000,BRL,58537,BR,100,BR,L,"AWS, Kubernetes",None,2027-05-12,27,Bachelor's Degree,Low,Stable,Mixed,Moderate
1959,2021,EN,FT,Cyber Security Analyst,50000,BRL,9268,BR,100,BR,L,Network Security,CEH,2027-05-13,86,Certification Only,Low,Declining,Mixed,Moderate
1960,2021,MI,FT,Cyber Security Analyst,73300,USD,73300,US,0,US,L,None,CISSP,2027-05-14,54,Certification Only,Low,Declining,Experienced,Slow
1961,2022,MI,FT,Penetration Tester,143000,USD,143000,US,100,US,L,"Python, Security+",None,2027-05-15,82,Experience-Based,Low,Growing,Experienced,Moderate
1962,2022,EX,FT,Threat Intelligence Response Analyst,300000,USD,300000,GB,100,RU,L,"Azure, SOC",None,2027-05-16,83,Master's Degree,Low,Growing,Mixed,Slow
1963,2021,SE,FT,Penetration Tester,105000,USD,105000,US,100,US,S,None,CISSP,2027-05-17,83,Bachelor's Degree,Low,Declining,Entry-Level,Moderate
1964,2022,SE,FT,Lead Security Engineer,200000,GBP,253498,GB,0,GB,L,None,None,2027-05-18,74,Bachelor's Degree,Low,Stable,Entry-Level,Moderate
1965,2022,MI,FT,Penetration Tester,42000,USD,42000,CZ,50,CZ,L,Network Security,CEH,2027-05-19,31,Master's Degree,High,Growing,Mixed,Fast
1966,2022,SE,FT,Incident Response Lead,500000000,IDR,34303,ID,100,ID,L,"AWS, Kubernetes",AWS Security,2027-05-20,19,Certification Only,Medium,Growing,Mixed,Slow
1967,2022,EN,FT,Information Security Engineer,41000,EUR,43871,FR,0,FR,L,"Python, Security+",CEH,2027-05-21,54,Bachelor's Degree,Low,Stable,Entry-Level,Slow
1968,2022,SE,FT,Cyber Security Engineer,105000,USD,105000,US,0,US,S,"AWS, Kubernetes",CISSP,2027-05-22,40,Experience-Based,Medium,Growing,Entry-Level,Moderate
1969,2022,EX,FT,Head of Security,360000,BRL,70245,BR,100,BR,L,"Python, Security+",CISSP,2027-05-23,12,Certification Only,Low,Stable,Entry-Level,Fast
1970,2022,MI,FT,Security Engineer,130000,USD,130000,US,100,US,L,"Python, Security+",None,2027-05-24,83,Experience-Based,Low,Stable,Mixed,Fast
1971,2022,SE,FT,DevOps Security Engineer,180000,BRL,35122,BR,100,BR,L,"AWS, Kubernetes",CEH,2027-05-25,7,Certification Only,High,Stable,Experienced,Slow
1972,2021,EN,FT,Penetration Tester,42000,EUR,49646,DE,50,DE,L,None,CEH,2027-05-26,66,Master's Degree,Medium,Stable,Entry-Level,Slow
1973,2021,EN,FT,Cyber Security Analyst,40000,USD,40000,AE,100,AE,L,"Python, Security+",CISSP,2027-05-27,51,Experience-Based,High,Stable,Entry-Level,Moderate
1974,2021,SE,FT,Information Security Architect,100000,EUR,118205,IE,100,IE,L,"AWS, Kubernetes",CEH,2027-05-28,81,Experience-Based,High,Declining,Entry-Level,Slow
1975,2021,SE,FT,Chief Information Security Officer,100000,GBP,137547,GB,100,GB,L,"Python, Security+",CISSP,2027-05-29,92,Master's Degree,Medium,Stable,Mixed,Moderate
1976,2021,SE,FT,Information Security Analyst,200000,CHF,218742,CH,100,CH,L,"Azure, SOC",CEH,2027-05-30,65,Experience-Based,High,Declining,Experienced,Fast
1977,2022,EN,CT,SOC Analyst,70000,USD,70000,US,100,US,L,None,CEH,2027-05-31,36,Certification Only,Low,Stable,Experienced,Slow
1978,2022,EN,FT,Threat Intelligence Analyst,85000,USD,85000,US,100,US,L,Network Security,CEH,2027-06-01,98,Bachelor's Degree,Low,Growing,Entry-Level,Fast
1979,2022,SE,FT,Cyber Threat Intelligence Analyst,181000,USD,181000,US,100,US,L,"Python, Security+",CISSP,2027-06-02,17,Bachelor's Degree,Low,Declining,Mixed,Fast
1980,2022,SE,FT,Incident Response Lead,224000,USD,224000,US,100,US,L,"Azure, SOC",None,2027-06-03,5,Master's Degree,Low,Growing,Experienced,Moderate
1981,2022,SE,FT,Information Security Architect,286000,BRL,55806,BR,100,US,L,Network Security,CEH,2027-06-04,38,Certification Only,Low,Stable,Mixed,Fast
1982,2022,SE,FT,Cyber Security Analyst,180000,BRL,35122,BR,100,BR,L,Network Security,CISSP,2027-06-05,66,Experience-Based,High,Stable,Experienced,Moderate
1983,2022,EX,FT,Head of Security,220000,USD,220000,US,100,US,L,"Python, Security+",CISSP,2027-06-06,83,Experience-Based,High,Growing,Entry-Level,Moderate
1984,2022,SE,FT,Information Security Manager,174000,BRL,33952,BR,100,BR,L,"AWS, Kubernetes",CEH,2027-06-07,82,Bachelor's Degree,Low,Stable,Mixed,Fast
1985,2022,SE,FT,DevOps Security Engineer,120000,CAD,93915,CA,100,CA,L,"Python, Security+",CEH,2027-06-08,97,Experience-Based,Low,Growing,Entry-Level,Fast
1986,2021,SE,FT,Security Specialist,211000,USD,211000,US,100,US,L,"Azure, SOC",None,2027-06-09,86,Bachelor's Degree,High,Stable,Experienced,Moderate
1987,2022,SE,FT,Cloud Security Architect,110000,USD,110000,US,100,US,L,Network Security,CISSP,2027-06-10,75,Master's Degree,Medium,Stable,Experienced,Moderate
1988,2022,MI,FT,Cyber Threat Intelligence Analyst,200000,USD,200000,US,100,US,L,"Python, Security+",CISSP,2027-06-11,97,Experience-Based,High,Declining,Entry-Level,Fast
1989,2021,MI,FT,Product Security Engineer,170000,USD,170000,US,100,US,L,"AWS, Kubernetes",AWS Security,2027-06-12,35,Certification Only,High,Growing,Experienced,Moderate
1990,2021,SE,FT,Information Security Manager,135000,USD,135000,US,100,US,L,"Python, Security+",CISSP,2027-06-13,68,Experience-Based,High,Stable,Entry-Level,Moderate
1991,2022,EX,FT,Threat Intelligence Analyst,189000,USD,189000,US,100,US,L,None,None,2027-06-14,29,Bachelor's Degree,High,Growing,Entry-Level,Slow
1992,2021,EX,FT,Head of Security,173000,USD,173000,US,100,US,M,"AWS, Kubernetes",AWS Security,2027-06-15,42,Master's Degree,High,Declining,Entry-Level,Slow
1993,2022,SE,FT,Incident Response Lead,249000,USD,249000,US,100,US,L,"Azure, SOC",AWS Security,2027-06-16,18,Bachelor's Degree,Medium,Growing,Experienced,Slow
1994,2022,SE,FT,IT Security Manager,140000,USD,140000,US,100,US,L,Network Security,AWS Security,2027-06-17,12,Experience-Based,Low,Declining,Mixed,Slow
1995,2022,SE,CT,Detection Engineer,135000,USD,135000,US,50,US,L,"Python, Security+",CEH,2027-06-18,95,Bachelor's Degree,Low,Growing,Entry-Level,Slow
1996,2022,EN,FT,Threat Intelligence Analyst,104000,AUD,73936,AU,100,AU,L,"AWS, Kubernetes",CEH,2027-06-19,58,Bachelor's Degree,Medium,Growing,Mixed,Moderate
1997,2022,SE,FT,Incident Response Manager,600000,USD,600000,US,100,US,L,None,CISSP,2027-06-20,6,Master's Degree,Low,Declining,Experienced,Moderate
1998,2021,MI,FT,Information Security Specialist,100000,USD,100000,US,50,US,L,"AWS, Kubernetes",AWS Security,2027-06-21,85,Certification Only,Low,Stable,Experienced,Slow
1999,2021,SE,FT,Network Security Engineer,102000,USD,102000,US,50,US,L,None,None,2027-06-22,82,Experience-Based,Low,Stable,Mixed,Fast
2000,2022,MI,FT,Information Security Analyst,60000,USD,60000,US,100,US,M,"Azure, SOC",CEH,2027-06-23,93,Master's Degree,Medium,Stable,Entry-Level,Slow
2001,2022,SE,FT,Security Engineering Manager,183000,USD,183000,US,100,US,L,Network Security,None,2027-06-24,60,Certification Only,Medium,Growing,Experienced,Fast
2002,2022,SE,FT,Cloud Security Architect,190000,USD,190000,US,100,US,L,"Azure, SOC",None,2027-06-25,98,Bachelor's Degree,Low,Growing,Entry-Level,Moderate
2003,2022,MI,FT,Information Security Engineer,130000,USD,130000,US,100,US,L,"Python, Security+",CEH,2027-06-26,97,Certification Only,Low,Stable,Entry-Level,Fast
2004,2021,SE,FT,Cyber Security Architect,110000,EUR,130026,NL,100,NL,L,"AWS, Kubernetes",CEH,2027-06-27,88,Bachelor's Degree,Low,Growing,Mixed,Moderate
2005,2021,EN,FT,Application Security Engineer,175000,USD,175000,US,100,US,L,None,CEH,2027-06-28,89,Bachelor's Degree,High,Growing,Experienced,Fast
2006,2021,EN,FT,Application Security Engineer,1200000,INR,16228,IN,0,IN,L,None,CEH,2027-06-29,65,Master's Degree,High,Stable,Mixed,Moderate
2007,2022,MI,FT,Privacy Manager,150000,USD,150000,US,100,US,M,"AWS, Kubernetes",AWS Security,2027-06-30,26,Bachelor's Degree,High,Declining,Experienced,Moderate
2008,2021,MI,FT,Cloud Security Engineer,155000,USD,155000,US,100,GB,L,"AWS, Kubernetes",AWS Security,2027-07-01,39,Master's Degree,Medium,Growing,Mixed,Slow
2009,2021,EX,FT,Chief Information Security Officer,120000,EUR,141846,FR,50,FR,L,"Python, Security+",AWS Security,2027-07-02,20,Certification Only,Low,Growing,Experienced,Moderate
2010,2021,EN,FT,Cyber Security Engineer,74000,USD,74000,US,50,US,S,"Azure, SOC",AWS Security,2027-07-03,54,Certification Only,Medium,Growing,Experienced,Slow
2011,2021,SE,FT,Cyber Security Specialist,39000,EUR,46100,FR,0,FR,L,None,CISSP,2027-07-04,47,Bachelor's Degree,Medium,Growing,Experienced,Slow
2012,2022,SE,FT,Lead Security Engineer,112000,USD,112000,US,100,US,L,"Python, Security+",AWS Security,2027-07-05,21,Master's Degree,Medium,Declining,Entry-Level,Slow
2013,2022,SE,FT,Security Engineer,255000,USD,255000,US,100,US,L,"Azure, SOC",CEH,2027-07-06,84,Bachelor's Degree,Low,Stable,Entry-Level,Fast
2014,2022,SE,FT,Security Engineer,170000,USD,170000,US,100,US,L,"Python, Security+",None,2027-07-07,62,Master's Degree,High,Growing,Mixed,Fast
2015,2022,SE,FT,Penetration Testing Engineer,173000,USD,173000,US,0,US,L,None,AWS Security,2027-07-08,6,Master's Degree,Low,Stable,Mixed,Moderate
2016,2021,MI,FT,Security Engineer,130000,USD,130000,US,100,US,L,"AWS, Kubernetes",CISSP,2027-07-09,8,Master's Degree,Low,Growing,Experienced,Slow
2017,2022,SE,FT,IT Security Engineer,150000,USD,150000,US,100,US,L,"AWS, Kubernetes",CEH,2027-07-10,89,Certification Only,Medium,Declining,Experienced,Slow
2018,2022,EX,FT,Head of Security,200000,USD,200000,US,100,US,L,"Azure, SOC",None,2027-07-11,43,Master's Degree,Medium,Stable,Entry-Level,Moderate
2019,2022,MI,FT,Cyber Security Engineer,130000,CAD,101742,CA,100,US,L,Network Security,None,2027-07-12,98,Certification Only,Medium,Declining,Entry-Level,Slow
2020,2021,MI,FT,IT Security Analyst,76000,USD,76000,US,100,US,L,"Azure, SOC",AWS Security,2027-07-13,10,Master's Degree,High,Growing,Entry-Level,Moderate
2021,2022,MI,FT,Cyber Threat Analyst,88000,USD,88000,US,100,US,L,Network Security,None,2027-07-14,85,Certification Only,High,Declining,Mixed,Slow
2022,2021,EN,FT,Security Analyst,50000,USD,50000,US,100,US,S,"Python, Security+",AWS Security,2027-07-15,93,Experience-Based,High,Declining,Entry-Level,Fast
2023,2021,SE,FT,Security Analyst,80000,USD,80000,US,100,US,S,"Python, Security+",AWS Security,2027-07-16,73,Certification Only,Low,Growing,Mixed,Moderate
2024,2022,MI,FT,Cyber Security Analyst,131800,USD,131800,US,0,US,L,None,CEH,2027-07-17,73,Certification Only,Medium,Growing,Entry-Level,Moderate
2025,2022,MI,FT,Cyber Security Analyst,99900,USD,99900,US,0,US,L,Network Security,CEH,2027-07-18,24,Bachelor's Degree,Low,Stable,Entry-Level,Fast
2026,2021,MI,FT,Cyber Security Engineer,110000,USD,110000,US,100,US,M,None,CISSP,2027-07-19,68,Master's Degree,High,Growing,Experienced,Moderate
2027,2022,MI,FT,Information Security Manager,160000,USD,160000,US,50,US,L,"AWS, Kubernetes",CEH,2027-07-20,20,Experience-Based,Medium,Stable,Mixed,Fast
2028,2021,MI,FT,Information Security Manager,128000,USD,128000,US,100,US,L,Network Security,CEH,2027-07-21,55,Bachelor's Degree,High,Declining,Entry-Level,Slow
2029,2022,MI,FT,Information Security Manager,130000,USD,130000,US,0,US,L,"Azure, SOC",AWS Security,2027-07-22,41,Master's Degree,Medium,Declining,Experienced,Fast
2030,2021,MI,FT,Threat Intelligence Analyst,125000,USD,125000,US,100,US,L,"AWS, Kubernetes",CEH,2027-07-23,77,Experience-Based,Medium,Stable,Mixed,Fast
2031,2022,SE,FT,Information Security Manager,310000,USD,310000,US,100,US,L,"AWS, Kubernetes",AWS Security,2027-07-24,73,Experience-Based,Low,Growing,Mixed,Moderate
2032,2022,EN,FT,Cyber Security Analyst,55000,USD,55000,US,0,US,L,"Azure, SOC",AWS Security,2027-07-25,46,Experience-Based,Low,Growing,Entry-Level,Slow
2033,2021,SE,FT,IT Security Manager,138000,USD,138000,US,100,US,L,"AWS, Kubernetes",CEH,2027-07-26,61,Master's Degree,High,Declining,Mixed,Fast
2034,2022,SE,FT,IT Security Manager,182000,CAD,142438,CA,0,CA,L,Network Security,CISSP,2027-07-27,70,Experience-Based,Low,Stable,Experienced,Slow
2035,2022,SE,FT,IT Security Manager,130000,CAD,101742,CA,0,CA,L,None,CISSP,2027-07-28,13,Experience-Based,Low,Declining,Experienced,Fast
2036,2021,MI,FT,Cyber Security Specialist,54000,EUR,63831,EE,50,EE,M,"AWS, Kubernetes",None,2027-07-29,90,Bachelor's Degree,Low,Declining,Mixed,Moderate
2037,2020,MI,CT,Chief Information Security Officer,150000,AUD,103310,AU,0,AU,M,Network Security,None,2027-07-30,68,Certification Only,Medium,Growing,Experienced,Fast
2038,2021,EN,FT,Cyber Security Analyst,60000,USD,60000,US,50,US,L,"Python, Security+",CEH,2027-07-31,90,Master's Degree,Low,Stable,Mixed,Fast
2039,2021,SE,FT,Network and Security Engineer,99960,USD,99960,US,0,US,L,Network Security,CISSP,2027-08-01,26,Certification Only,High,Declining,Experienced,Slow
2040,2020,EN,FT,Cyber Security Analyst,425000,INR,5734,IN,100,IN,L,None,AWS Security,2027-08-02,38,Bachelor's Degree,Medium,Growing,Mixed,Fast
2041,2021,EN,PT,Information Security Analyst,30000,USD,30000,US,100,US,L,Network Security,None,2027-08-03,59,Certification Only,Medium,Declining,Mixed,Moderate
